fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,March,18,MAHARASHTRA,1809,AHMEDNAGAR,1633603,348.760258068422,42,246,2296.842498462,17343,9,35225,3633610,233016,35037,147230,29420,348.12428,15317.554391662,84862,149478,168619,488299,13187,775812,1927158,52568,12672.5876132,1917438,93,68.69,0.07,117.19,
2024-2025,March,18,MAHARASHTRA,1810,PUNE,386069,311.627449967799,33,109,465.678005332,11641,98,17867,830715,38334,10921,111818,23991,122.33859,3176.752566332,24782,42100,61785,163372,1383,384975,830520,29508,2588.735971,347105,94,73.04,0.01,105.3,
2024-2025,March,18,MAHARASHTRA,1814,KOLHAPUR,430782,294.450258418954,31,74,341.21920771,3040,110,10224,826023,74406,19883,1445,359,98.64895,2872.09501581,26242,44904,54636,132970,1322,366817,658010,13264,2432.2268581,382497,92,50.01,0.04,120.23,
2024-2025,March,18,MAHARASHTRA,1820,Dharashiv,2212308,325.039477528879,49,214,2256.338312553,8803,24,19067,2757339,190317,24808,11604,1221,336.53989,11555.318481853,55636,89407,83116,209341,9211,331198,712286,27870,8962.44027930001,1243463,81,51.18,0.17,126.1,
2024-2025,March,18,MAHARASHTRA,1825,YAVATMAL,4917725,306.052436625926,42,935,3215.531458544,23748,7,46417,7465040,403295,42260,862510,81260,671.93066,26734.398933644,174790,266719,250043,558594,13911,697947,1423084,70165,22846.9368151,3225514,93,46.96,19.18,100.69,
2024-2025,March,18,MAHARASHTRA,1826,WARDHA,1344848,336.313080388295,47,410,1427.24617812,7052,3,12294,1755467,163630,16864,167149,15692,233.03857,7564.14989101999,37323,62402,61120,149838,4791,225318,418923,19346,5903.86514289999,785928,90,74.83,0.28,110.39,
2024-2025,March,18,MAHARASHTRA,1808,JALGAON,1805408,328.628587498966,37,240,2506.089024529,19633,22,37093,3227141,185357,33656,273276,41593,340.30833,13451.705239429,85760,136058,158509,388364,8586,681997,1293066,56726,10605.3078849,1559888,93,47.08,0.55,110.34,
2024-2025,March,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10917842,367.688740433213,58,1666,11246.178105701,19538,10,73491,10597080,320028,29949,197792,13299,1350.06117,51560.5092504009,182016,334212,250665,664637,49697,696227,1482541,93029,38964.2699747,6013702,94,81.14,0.21,121.63,
2024-2025,March,18,MAHARASHTRA,1819,NANDED,4384006,328.984992759013,44,341,5540.911578763,11713,25,44411,5969767,709322,82888,503512,42273,643.23912,25823.7882314429,132785,220087,198982,523876,18749,676972,1524563,56124,19639.6375326799,3069606,85,50.12,1.26,119.0,
2024-2025,March,18,MAHARASHTRA,1820,Dharashiv,2212308,325.172583329165,49,214,2256.338312553,8803,24,19072,2758638,190430,24807,11604,1221,336.53989,11563.212651853,55637,89412,83111,209331,9228,331158,712186,27875,8970.33444930001,1244081,81,51.14,0.17,126.09,
2024-2025,Oct,18,MAHARASHTRA,1803,RAIGAD,144152,307.716903458909,19,61,111.392023766,1027,134,18784,151117,4311,2997,35928,14227,37.86496,614.269536766,7665,11671,28613,66509,93,193133,348149,19811,465.012553,61843,70,23.77,2.17,108.54,
2024-2025,Oct,18,MAHARASHTRA,1804,RATNAGIRI,359145,297.866026745652,19,77,186.377810434,4942,22,25201,363274,13467,7656,4116,1176,93.6717,1362.119340434,18195,25824,57252,129272,122,256226,475119,30143,1082.06983,156559,96,55.1,0.41,103.43,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,311.427291395519,32,117,1772.217243137,4468,42,41315,1618889,89384,32397,54415,24980,227.57847,7041.457876537,49215,81968,149570,431967,2498,769857,1906561,45783,5041.6621634,653922,90,67.64,0.1,103.6,
2024-2025,Oct,18,MAHARASHTRA,1810,PUNE,359044,320.572699375498,29,50,330.352266537,4745,285,20584,362369,18415,10112,42160,20665,77.26395,1569.272301537,12490,19718,54531,144137,408,379062,814686,25329,1161.656085,129372,93,68.2,0.02,103.87,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,295.886282922915,35,103,173.224780215,2416,247,15956,663064,21087,11051,1635,889,41.93976,2177.079963215,18522,27974,66595,149161,1315,407085,767478,18372,1961.915423,264171,88,67.9,0.25,103.31,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,298.587364433818,21,143,825.426651186,6014,10,30652,1315778,94777,33140,30682,7464,189.62088,4943.794383186,60965,87443,122154,296119,306,485042,1011097,36666,3928.746852,456024,94,40.06,0.76,99.85,
2024-2025,Oct,18,MAHARASHTRA,1823,AKOLA,1290892,291.785754884782,30,1830,484.813075511,4529,6,25276,1284090,197580,35369,65817,10044,166.87775,4398.482525411,42714,61278,86504,198736,2001,290725,561911,29805,3746.7916999,460160,91,39.08,4.86,108.52,
2024-2025,Oct,18,MAHARASHTRA,1824,AMRAVATI,6009202,285.557841884176,62,979,12448.483082598,8355,6,47508,5977441,566090,53837,1938773,137562,754.54107,30272.0756720979,95719,179155,189982,532035,18474,473339,1061848,55863,17069.0515194999,2480012,79,38.64,14.95,126.49,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,278.707945949482,36,944,6255.626299768,8800,4,12625,2705395,242813,39135,1010663,165085,344.68101,14140.458144088,74830,139160,133071,385828,3653,234089,599277,21425,7540.15083432,1304001,82,30.15,14.03,101.63,
2024-2025,Oct,18,MAHARASHTRA,1810,PUNE,359044,319.078510387465,29,55,330.352266537,4787,281,20629,368136,18758,10132,43120,20702,77.26395,1582.259081537,12690,20036,54650,144417,415,379237,815043,25416,1174.642865,131715,93,68.06,0.02,103.82,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,298.03854712247,35,105,173.224780215,2492,237,15939,669967,21210,11050,1696,889,91.9262,2261.910893215,18683,28226,66692,149360,1332,407174,767658,18431,1996.759913,266976,88,67.93,0.25,103.27,
2024-2025,Oct,18,MAHARASHTRA,1819,NANDED,4077125,297.157620788225,40,203,4456.455973614,4478,47,52473,4012233,421898,77506,285078,38677,596.26702,16975.379116894,98774,157350,179198,476242,6995,661113,1495256,56951,11922.65612328,1698488,86,46.59,1.36,110.14,
2024-2025,Oct,18,MAHARASHTRA,1820,Dharashiv,2057446,284.548204679832,45,159,833.225144718,2214,35,25779,2070160,125539,24934,7731,1180,240.53618,6964.364438718,45276,70548,78470,201677,4466,327618,709096,27993,5890.603114,784792,81,50.92,0.1,117.95,
2024-2025,Oct,18,MAHARASHTRA,1821,LATUR,4128264,299.383559539085,49,209,7374.164695148,6953,1,34354,3966890,352128,55825,38780,4184,555.13556,19805.516740148,80364,128631,131518,329168,9687,395875,838507,41307,11876.216485,1565218,88,60.18,0.02,100.7,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,299.944138309583,21,143,825.426651186,6053,9,30702,1322656,95456,33167,30832,7474,223.50627,5016.162063186,61212,87850,122292,296442,307,485144,1011302,36755,3967.229142,458435,94,39.89,0.75,99.86,
2024-2025,Oct,18,MAHARASHTRA,1825,YAVATMAL,4573484,298.476671950258,37,599,2982.295421544,10228,7,44123,4437007,222789,37842,484696,72261,626.27613,16852.002379344,119243,175132,216496,485107,5079,679731,1388876,54351,13243.4308278,1798678,92,49.05,22.8,99.93,
2024-2025,Oct,18,MAHARASHTRA,1826,WARDHA,1250709,300.141989031941,46,240,866.403909437,2218,4,14002,1229935,89240,15356,89062,13584,210.5672,4768.522482237,26494,42383,54385,133059,2509,221468,408979,16220,3691.5513728,454900,90,79.15,0.15,104.53,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,299.149490254963,21,143,825.426651186,6172,9,30641,1329292,95782,33170,30936,7475,223.50627,5025.503163186,61381,88119,122378,296654,308,485287,1011560,36813,3976.570242,460666,94,39.85,0.75,99.86,
2024-2025,Oct,18,MAHARASHTRA,1823,AKOLA,1290892,291.391404144481,30,1826,484.813075511,4618,5,25327,1303420,200237,35409,66694,10066,183.92592,4466.792835411,43079,61858,86643,199072,2034,290987,562282,29945,3798.0538399,466825,91,39.17,4.77,108.4,
2024-2025,Oct,18,MAHARASHTRA,1827,NAGPUR,1615989,279.882234900918,39,290,1481.865389862,4149,35,21598,1634851,204474,33399,209824,31078,290.50091,6348.023815962,41817,59704,103930,237685,2882,282270,543387,25747,4575.6575161,673171,84,62.6,1.06,101.8,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,184.315685530131,37,5330,2525.249899665,8488,8,19586,4858634,569700,59260,334539,33192,394.04621,11874.520674165,129992,212389,187802,452252,5429,287516,631002,28074,8955.2245645,3029918,81,23.72,17.61,100.86,
2024-2025,Oct,18,MAHARASHTRA,1808,JALGAON,1679030,291.996126048155,33,132,1844.719509498,6124,57,40099,1777051,85135,31297,128383,36825,217.04517,7250.684757398,53583,80846,139052,342022,3036,672961,1270702,46223,5188.9200779,682201,92,53.5,0.85,102.83,
2024-2025,Oct,18,MAHARASHTRA,1812,SANGLI,452253,290.891631811715,29,34,510.062888846,3179,51,13756,466696,24620,7916,453,216,94.86164,1962.504138846,15603,22247,47110,100724,216,317141,556381,16935,1357.57961,162663,86,43.9,0.11,100.57,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,297.078962287539,28,30,257.71469701,858,213,11643,423547,44224,18322,660,295,84.97783,1600.96155941,14678,23819,46290,111996,386,358863,636418,12501,1258.2690324,169397,92,41.04,0.04,113.2,
2024-2025,Oct,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10153593,303.426138132437,61,1373,8585.43839702299,6919,16,86021,9773186,218869,28602,135191,12454,434.03212,38673.871369323,159818,286776,240542,639029,30032,690174,1466727,92940,29654.4008523,4095844,94,79.85,0.18,110.18,
2024-2025,Oct,18,MAHARASHTRA,1816,JALNA,4006700,293.150755406832,40,312,3962.444965384,1581,24,54254,3985005,101697,20143,18158,3088,150.99283,15795.510055884,98511,176481,163599,436600,6503,483597,1085150,55835,11682.0722605,1620104,77,48.99,0.43,100.83,
2024-2025,Oct,18,MAHARASHTRA,1817,PARBHANI,3254702,322.309886121235,38,261,3521.033664086,2514,39,39321,3169511,111685,20878,22563,2892,624.86213,14361.543088786,81594,129233,143820,323450,5074,419913,809083,41835,10215.6472947,1225823,90,57.66,0.11,107.97,
2024-2025,Oct,18,MAHARASHTRA,1818,BEED,7100647,330.492744387288,43,572,6558.605113068,1337,63,78102,7312645,120359,15932,15234,1888,640.67301,31367.0392708678,169513,293615,264059,647194,14964,684275,1415689,79439,24167.7611477998,3017062,79,39.26,4.97,323.19,
2024-2025,Oct,18,MAHARASHTRA,1819,NANDED,4077125,296.679460134005,40,205,4456.455973614,4554,46,52788,4054621,427899,77625,287845,38703,596.26702,17081.950686894,99493,158647,179544,477109,7140,661437,1495878,57342,12029.22769328,1717240,86,46.41,1.35,110.19,
2024-2025,Oct,18,MAHARASHTRA,1822,BULDHANA,1333156,298.70545490248,21,148,825.426651186,6374,9,30615,1344442,96945,33197,31349,7493,223.50627,5064.854513186,61822,88786,122595,297185,313,485359,1011765,36989,4015.921592,465676,94,39.86,0.79,99.86,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,184.68083346013,37,5330,2525.249899665,8607,8,19543,4870011,570909,59262,335361,33191,394.04621,11913.273014065,130053,212543,187816,452278,5477,287532,631024,28150,8993.9769044,3035174,81,23.58,17.39,100.86,
2024-2025,Oct,18,MAHARASHTRA,1831,NANDURBAR,1449513,287.88806711268,29,99,3483.71801982,8829,9,41999,1509819,39406,11070,1138241,287723,302.81965,8133.12640582,51385,74641,145672,350173,1216,533094,1085028,50828,4346.588736,620576,79,45.6,1.55,103.57,
2024-2025,Oct,18,MAHARASHTRA,1806,NASHIK,1955118,298.017571382795,31,482,4177.892619082,10988,45,49348,1919265,29971,11239,747476,195922,312.76353,10210.403090482,60678,95040,178057,498220,2134,696711,1481923,60336,5719.7469414,676798,82,30.98,13.93,100.44,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,297.818088940606,35,105,173.224780215,2508,232,15936,671167,21254,11060,1696,889,91.9262,2264.007713215,18725,28289,66728,149425,1337,407177,767665,18444,1998.856733,267501,88,67.96,0.25,103.26,
2024-2025,Oct,18,MAHARASHTRA,1819,NANDED,4077125,296.879389532541,40,203,4456.455973614,4478,47,52504,4017957,422562,77507,285351,38666,596.26702,16981.209206894,98834,157471,179213,476285,7015,661158,1495337,56982,11928.48621328,1701082,86,46.7,1.36,110.14,
2024-2025,Oct,18,MAHARASHTRA,1820,Dharashiv,2057446,284.458614012281,45,159,833.225144718,2242,35,25751,2070812,125585,24931,7731,1180,240.53618,6964.364438718,45245,70462,78445,201620,4469,327630,709109,27993,5890.603114,785042,81,50.93,0.1,117.95,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,278.692243442688,36,946,6255.626299768,8900,3,12624,2718225,243563,39140,1018329,165099,382.46401,14213.572544088,75038,139608,133098,385860,3682,234212,599444,21524,7575.48223432,1309724,82,30.38,13.95,101.62,
2024-2025,Oct,18,MAHARASHTRA,1831,NANDURBAR,1449513,291.407583701295,29,95,3483.71801982,8728,9,41739,1469810,38617,11058,1117294,287219,302.81965,8069.67547582,50437,73190,145237,349257,1121,532795,1084476,50467,4283.137806,603812,79,45.15,1.47,103.55,
2024-2025,Oct,18,MAHARASHTRA,1802,THANE,333546,289.648089640476,31,37,123.414617999,3087,5,11181,363675,11122,3477,108250,33055,10.46202,1187.254327999,11435,19642,29285,95069,427,139705,329191,14268,1053.37769,152677,94,52.91,1.21,102.74,
2024-2025,Oct,18,MAHARASHTRA,1806,NASHIK,1955118,296.792813805478,31,509,4189.223629082,12076,39,49598,2017460,32594,11375,789655,197083,353.566,10530.465930482,63622,100193,179466,501889,2245,698118,1484295,61674,5987.6763014,714719,82,31.42,13.74,100.68,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,307.476061706131,33,134,1787.452553137,5629,35,41505,1789968,98266,32579,59710,25159,272.63254,7563.808205337,53324,89211,151337,436891,2916,770501,1908346,47134,5503.7231122,728595,90,67.35,0.09,104.68,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,298.972889799822,28,32,265.39774821,977,204,11671,439110,46194,18417,684,304,94.22586,1672.44346461,15196,24723,46593,112777,403,359185,637293,12648,1312.8198564,176086,92,40.38,0.04,113.66,
2024-2025,Oct,18,MAHARASHTRA,1816,JALNA,4006700,292.659634776293,41,320,3975.335335384,1757,23,54820,4164078,106401,20189,19051,3104,152.59315,16314.503951984,100433,180484,164290,438081,7122,484142,1086156,56577,12186.5754666,1695588,77,48.93,0.43,101.45,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,279.477661189256,36,949,6273.836439768,9334,3,12614,2783371,248650,39205,1049322,165349,382.46401,14435.200622788,75851,141214,133302,386378,3875,234578,599981,21948,7778.90017301999,1335629,82,30.98,13.62,101.88,
2024-2025,Nov,18,MAHARASHTRA,1805,SINDHUDURG,293832,297.476880992543,27,97,125.1853525,2266,6,17845,308300,7698,3744,775,308,75.60363,1117.91020660001,11381,18446,38437,88266,269,129786,244005,20111,917.12122410001,122633,80,79.02,4.97,100.87,
2024-2025,Nov,18,MAHARASHTRA,1807,DHULE,1773387,295.635794536158,40,158,430.517685221,3213,16,31523,1887573,69476,16756,303614,72440,207.18665,6218.045771221,46060,74525,97022,271222,3948,445017,937942,34736,5580.341436,722394,89,65.9,0.2,104.58,
2024-2025,Nov,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10481129,303.681732266532,61,1397,8648.78072702299,8403,15,85667,10002739,226263,28743,138111,12508,543.39355,39568.665346323,161715,290465,241349,641112,30984,690663,1468089,94070,30376.4910693,4196196,94,79.56,0.23,111.06,
2024-2025,Nov,18,MAHARASHTRA,1830,GADCHIROLI,2925022,279.597397378957,36,953,6292.006769768,9473,3,12621,2806593,251239,39226,1057948,165465,382.46401,14521.631762788,76105,141689,133379,386586,3933,234641,600115,22094,7847.16098301999,1344995,82,30.96,13.57,101.87,
2024-2025,Nov,18,MAHARASHTRA,1803,RAIGAD,148802,301.545385961481,20,64,116.203623766,1162,109,19650,189151,5352,3051,43432,14566,42.9022,729.481936766,9201,14224,29641,68705,121,193517,348897,20812,570.376113,78520,71,25.94,1.91,109.72,
2024-2025,Nov,18,MAHARASHTRA,1807,DHULE,1773387,296.18117560668,40,158,430.517685221,3197,16,31482,1879285,68958,16742,302230,72411,207.18665,6203.792741221,45945,74300,96968,271041,3922,444994,937838,34679,5566.088406,718848,89,65.95,0.2,104.59,
2024-2025,Nov,18,MAHARASHTRA,1810,PUNE,370626,317.288991506656,29,59,351.987486537,5565,250,20470,410910,20505,10215,49108,20961,77.84145,1733.601131537,13891,22092,55442,146410,456,379767,816173,26035,1303.772195,148155,93,68.79,0.02,103.94,
2024-2025,Nov,18,MAHARASHTRA,1828,BHANDARA,5265395,186.149747726263,37,5351,2589.563899665,9502,8,19208,4936146,576048,59277,340554,33206,397.27483,12175.462056065,130824,213962,187949,452545,5687,287542,631004,28710,9188.6233264,3066675,81,23.86,16.91,101.03,
2024-2025,Nov,18,MAHARASHTRA,1805,SINDHUDURG,293832,298.062208125305,27,97,125.1853525,2222,6,17852,306844,7686,3744,775,308,75.60363,1115.37498440001,11350,18395,38427,88256,267,129764,243974,20074,914.58600190001,122045,80,78.97,4.99,100.87,
2024-2025,Nov,18,MAHARASHTRA,1817,PARBHANI,3359692,323.795362953457,39,266,3549.635334086,4014,38,38399,3244686,116047,20956,23733,2911,626.5678,14682.345944486,82579,130821,144236,324344,5323,420317,809723,42413,10506.1428104,1255732,90,57.78,0.11,109.1,
2024-2025,Nov,18,MAHARASHTRA,1824,AMRAVATI,6203047,287.863386997226,65,1010,12512.251682598,11848,5,46806,6490708,624647,54144,2039181,137673,815.31175,32011.9353214979,99519,186637,191371,535981,20150,473866,1063467,58654,18684.3718888999,2674386,79,40.53,13.73,126.22,
2024-2025,Nov,18,MAHARASHTRA,1827,NAGPUR,1668118,281.80984994819,40,298,1521.437819862,4563,33,21729,1745797,221740,33669,225675,31313,293.75626,6735.021985962,43359,62054,104564,239085,3252,282589,544071,26292,4919.8279061,720986,84,62.67,1.11,102.54,
2024-2025,Nov,18,MAHARASHTRA,1832,WASHIM,2343099,299.107072624161,37,568,510.922302476,2628,2,27367,2208893,154645,20093,63112,7196,361.05634,7478.933832176,58253,91728,84407,200178,2227,281156,558970,29995,6606.9551897,878052,91,63.61,23.61,99.64,
2024-2025,Nov,18,MAHARASHTRA,1833,GONDIA,6154963,217.394439908681,38,332,8269.089280459,12666,15,36686,5975963,494427,52440,939182,90086,670.63434,21931.134913459,154543,245124,237147,610925,6999,354934,839737,49352,12991.411293,3860026,80,23.67,12.44,102.32,
2024-2025,Oct,18,MAHARASHTRA,1804,RATNAGIRI,359145,297.027719708277,21,84,197.955830434,5651,16,25002,401339,15425,7691,4342,1188,107.36677,1497.410680434,19011,27168,57672,130200,153,256468,475507,30653,1192.08808,172685,96,56.75,0.38,103.46,
2024-2025,Oct,18,MAHARASHTRA,1813,SOLAPUR,1090733,344.106082548941,33,131,531.092909575,2655,38,23597,1146641,40646,15357,8940,2519,163.75238,4640.506715575,34241,55339,84716,194092,1734,561440,974575,26252,3945.661426,403381,96,80.84,0.0,107.9,
2024-2025,Oct,18,MAHARASHTRA,1814,KOLHAPUR,400627,300.180454226155,28,32,265.39774821,977,206,11642,434189,45369,18392,684,304,94.22586,1662.97412061,14987,24399,46477,112527,401,359158,637202,12619,1303.3505124,173907,92,40.45,0.04,113.72,
2024-2025,Oct,18,MAHARASHTRA,1829,CHANDRAPUR,4521854,251.672369026276,43,710,7653.08635531601,11718,10,30376,4504644,469650,63463,988276,107126,515.18575,19505.216376316,102921,178814,173526,496691,8120,383266,917646,42094,11336.944271,2327807,79,33.46,14.57,102.52,
2024-2025,Oct,18,MAHARASHTRA,1831,NANDURBAR,1449513,289.612563819991,29,100,3500.30223982,9321,9,42184,1567103,40669,11087,1176894,288878,302.81965,8341.64906582,53138,77261,146381,351707,1296,533523,1085811,51505,4538.527176,643522,79,45.37,1.5,104.21,
2024-2025,Oct,18,MAHARASHTRA,1802,THANE,333546,289.42417587909,31,37,123.414617999,3086,5,11136,360202,11054,3476,106840,33015,10.46202,1176.388307999,11357,19490,29244,94944,419,139700,329164,14222,1042.51167,151080,94,52.81,1.22,102.77,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,307.298716148773,33,134,1787.452553137,5608,35,41416,1775268,97683,32567,58914,25128,264.22356,7507.051885337,52992,88636,151127,436265,2877,770498,1908334,47024,5455.3757722,721796,90,67.58,0.09,104.72,
2024-2025,Oct,18,MAHARASHTRA,1811,SATARA,655844,298.914590603327,35,110,173.523400215,3650,123,15222,709251,22807,11072,1964,896,91.9262,2385.504323215,19703,29906,67265,150595,1446,407624,768744,18872,2120.054723,283417,88,67.98,0.29,104.47,
2024-2025,Oct,18,MAHARASHTRA,1813,SOLAPUR,1090733,341.983154714286,33,131,531.092909575,2668,38,23671,1153759,41150,15399,8992,2526,163.75238,4640.506715575,34473,55738,84873,194420,1746,561463,974629,26339,3945.661426,406111,96,80.77,0.0,107.9,
2024-2025,Oct,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10153593,304.249445330359,61,1382,8607.87183702299,8079,16,85576,9903769,222938,28689,136749,12480,543.39355,39283.427636323,160933,288921,240995,640268,30529,690572,1467844,93655,30132.1622493,4152852,94,79.64,0.18,110.99,
2024-2025,Oct,18,MAHARASHTRA,1819,NANDED,4077125,299.355749913659,41,206,4485.423243614,4607,44,53282,4137627,438148,77742,293161,38802,596.26702,17467.914598094,100475,160360,179985,478186,7442,661779,1496590,57889,12386.22433448,1754486,86,46.39,1.36,111.09,
2024-2025,Oct,18,MAHARASHTRA,1825,YAVATMAL,4573484,298.65028135008,37,601,3005.102231544,11980,7,43547,4556352,230205,38052,498132,72575,630.18598,17242.846278844,121685,179073,217754,487936,5348,680415,1390190,55527,13607.5580673,1849039,92,48.87,22.07,99.97,
2024-2025,Oct,18,MAHARASHTRA,1826,WARDHA,1250709,300.34533946606,46,248,879.409279437,2696,4,13840,1271865,93861,15474,93462,13701,212.40746,4911.803991237,27178,43613,54758,134030,2622,221730,409620,16536,3819.9872518,469670,90,78.77,0.16,105.09,
2024-2025,Oct,18,MAHARASHTRA,1827,NAGPUR,1615989,281.730048124225,39,297,1509.164529862,4459,33,21678,1710573,215798,33585,220941,31268,290.50091,6618.863575962,42910,61390,104376,238680,3126,282537,543951,26137,4819.1981361,705403,84,62.5,1.12,102.57,
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,298.609857494491,37,564,504.159332476,2625,2,27273,2194652,153434,20074,62696,7183,360.62634,7418.232882176,58063,91412,84315,199997,2206,281097,558872,29898,6553.4472097,872491,91,63.78,23.61,99.63,
2024-2025,Nov,18,MAHARASHTRA,1808,JALGAON,1733191,296.97907567296,34,138,1885.123489498,6306,54,40817,1890900,90165,31361,135308,37005,275.66074,7776.361571398,55447,84022,140014,344273,3331,673337,1271587,47123,5615.5773419,729544,92,53.35,0.8,104.4,
2024-2025,Nov,18,MAHARASHTRA,1811,SATARA,677002,299.012961206258,36,113,188.992330215,3675,91,15307,722101,23420,11056,2016,898,92.36327,2440.531183215,20039,30490,67223,150578,1471,407456,768446,18982,2159.175583,289021,88,67.96,0.28,104.45,
2024-2025,Nov,18,MAHARASHTRA,1812,SANGLI,466842,292.686046163459,30,40,528.737448846,3247,45,13956,500959,25983,7961,483,216,94.86164,2089.836178846,16695,23855,47697,101877,249,317403,556898,17203,1466.23709,175210,86,44.59,0.11,101.1,
2024-2025,Nov,18,MAHARASHTRA,1814,KOLHAPUR,413551,299.453978939716,28,32,268.03170821,977,201,11678,440165,46287,18418,684,304,94.22586,1680.34917461,15211,24755,46606,112821,403,359207,637345,12655,1318.0916064,176504,92,40.39,0.04,113.61,
2024-2025,Nov,18,MAHARASHTRA,1828,BHANDARA,5265395,186.289691730084,37,5349,2589.563899665,9427,8,19265,4929349,575362,59284,340062,33208,397.27483,12169.707786065,130786,213896,187947,452561,5653,287549,631040,28692,9182.8690564,3063857,81,23.83,16.94,101.03,
2024-2025,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,4667720,251.41515573536,44,715,7666.35902531601,12192,10,30206,4557796,475843,63504,1001258,107196,515.60142,19640.950356816,103561,179951,173708,497122,8316,383339,917762,42398,11458.9899115,2349309,79,33.94,14.31,102.5,
2024-2025,Nov,18,MAHARASHTRA,1832,WASHIM,2343099,299.196365622965,37,568,510.922302476,2628,2,27345,2205228,154323,20080,63011,7191,361.05634,7469.940672176,58212,91661,84378,200121,2223,281134,558929,29973,6597.9620297,876757,91,63.64,23.61,99.63,
2024-2025,Nov,18,MAHARASHTRA,1835,PALGHAR,2681656,274.378925873322,37,733,2927.334062797,10956,19,30723,2569129,9352,1754,2376205,332087,474.09242,10450.575037297,69178,127421,124743,370379,4172,311221,729071,41679,7049.14855450001,1441612,83,17.25,13.73,102.45,
2024-2025,Oct,18,MAHARASHTRA,1828,BHANDARA,5100852,184.247404672935,37,5327,2525.249899665,8386,8,19597,4847574,568742,59265,333741,33193,394.04621,11850.825394265,129897,212187,187787,452260,5402,287436,630942,27983,8931.5292846,3024629,81,23.48,17.73,100.86,
2024-2025,Oct,18,MAHARASHTRA,1829,CHANDRAPUR,4521854,248.710703637494,43,705,7638.40506531601,10964,11,30409,4397918,458300,63485,961755,106960,504.26373,19080.761598516,101735,176639,173215,496222,7723,382880,917338,41373,10938.0928032,2284487,79,32.99,15.28,101.87,
2024-2025,Oct,18,MAHARASHTRA,1830,GADCHIROLI,2833616,278.690635795649,36,946,6255.626299768,8900,3,12617,2717889,243521,39137,1018065,165099,382.46401,14212.592444088,75026,139591,133096,385857,3682,234200,599431,21517,7574.50213432,1309598,82,30.33,13.96,101.62,
2024-2025,Oct,18,MAHARASHTRA,1832,WASHIM,2269876,299.152511465055,37,552,497.428572476,2163,2,27393,2160042,149435,19974,61377,7166,316.78613,7276.034594176,57378,90222,83957,199186,2170,280816,558351,29556,6461.8198917,858765,91,63.87,23.81,99.61,
2024-2025,Oct,18,MAHARASHTRA,1804,RATNAGIRI,359145,296.442279670004,19,77,186.377810434,4935,22,25194,363035,13467,7656,4116,1176,93.6717,1356.238740434,18168,25798,57235,129248,122,256228,475119,30129,1076.18923,156453,96,55.13,0.41,103.45,
2024-2025,Oct,18,MAHARASHTRA,1809,AHMEDNAGAR,1519251,308.390258160193,32,117,1772.217243137,4466,43,41230,1606212,88922,32388,54222,24979,227.57847,6953.197046537,48921,81422,149445,431617,2464,769779,1906350,45696,4953.4013334,648234,90,67.69,0.1,103.58,
